	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0024396											Cvel_23202.t1-p1																																
OG0024397											Cvel_23203.t1-p1																																
OG0024398											Cvel_23204.t1-p1																																
OG0024399											Cvel_23206.t1-p1																																
OG0024400											Cvel_23208.t1-p1																																
OG0024401											Cvel_23212.t1-p1																																
OG0024402											Cvel_23217.t1-p1																																
OG0024403											Cvel_23218.t2-p1																																
OG0024404											Cvel_23220.t1-p1																																
OG0024405											Cvel_23221.t1-p1																																
OG0024406											Cvel_23223.t1-p1																																
OG0024407											Cvel_5161.t1-p1																																
OG0024408											Cvel_5163.t1-p1																																
OG0024409											Cvel_5164.t1-p1																																
OG0024410											Cvel_5165.t1-p1																																
OG0024411											Cvel_5168.t1-p1																																
OG0024412											Cvel_5172.t1-p1																																
OG0024413											Cvel_5173.t1-p1																																
OG0024414											Cvel_5174.t1-p1																																
OG0024415											Cvel_5175.t1-p1																																
OG0024416											Cvel_5176.t1-p1																																
OG0024417											Cvel_5177.t1-p1																																
OG0024418											Cvel_23225.t1-p1																																
OG0024419											Cvel_23226.t1-p1																																
OG0024420											Cvel_23227.t1-p1																																
OG0024421											Cvel_23228.t1-p1																																
OG0024422											Cvel_23230.t1-p1																																
OG0024423											Cvel_23239.t1-p1																																
