,Species Group,Number of Orthogroups,Number of genes,List of orthogroups,Sequence Name,Sequence Length,GOID,GOcount,GOterm,GOcategory,tophitGI,tophitaccession,Blast.Top.Hit.HSPs.Description,Blast.Top.Hit.E.Value,Blast.Top.Hit.Similarity,Interpro.Accession,Interpro.Type,Interpro.Name
475,NA,NA,NA,NA,PVX_004515.1-p1,225,,NA,,,1714588238;1074121866,VUZ94576;SCO71766,"gi|1074121866|emb|SCO71766.1|Plasmodium exported protein, unknown function [Plasmodium vivax]/gi|1714588238|emb|VUZ94576.1|Plasmodium exported protein (PHIST), unknown function [Plasmodium vivax]",1.20E-160,99.11%,IPR019111,DOMAIN,"Plasmodium RESA, N-terminal"
476,NA,NA,NA,NA,PVX_004537.1-p1,511,GO:0016021,1,integral component of membrane,Cellular Component,1074116581,SCO66326,gi|1074116581|emb|SCO66326.1|VIR protein [Plasmodium vivax],0,100.00%,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
477,NA,NA,NA,NA,PVX_005050.1-p1,855,GO:0016021,1,integral component of membrane,Cellular Component,1074122230,SCO72142,"gi|1074122230|emb|SCO72142.1|Plasmodium vivax Vir protein, putative [Plasmodium vivax]",0,83.89%,IPR008780,FAMILY,Plasmodium vivax Vir
478,NA,NA,NA,NA,PVX_005055.1-p1,592,GO:0016021,1,integral component of membrane,Cellular Component,156081638;148800883,XP_001608312;EDL42288,gi|156081638|ref|XP_001608312.1|hypothetical protein PVX_005055 [Plasmodium vivax]/gi|148800883|gb|EDL42288.1|hypothetical protein PVX_005055 [Plasmodium vivax],0,100.00%,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
479,NA,NA,NA,NA,PVX_086880.1-p1,597,GO:0016021,1,integral component of membrane,Cellular Component,1074116952,SCO66700,gi|1074116952|emb|SCO66700.1|VIR protein [Plasmodium vivax],0,87.77%,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
480,NA,NA,NA,NA,PVX_086890.1-p1,864,GO:0016021,1,integral component of membrane,Cellular Component,1074122220,SCO72131,"gi|1074122220|emb|SCO72131.1|Plasmodium vivax Vir protein, putative [Plasmodium vivax]",0,80.57%,IPR008780,FAMILY,Plasmodium vivax Vir
481,NA,NA,NA,NA,PVX_086893.1-p1,426,GO:0016021,1,integral component of membrane,Cellular Component,901890549,KNA00218,gi|901890549|gb|KNA00218.1|hypothetical protein PVNG_05386 [Plasmodium vivax North Korean],0,93.67%,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
482,NA,NA,NA,NA,PVX_086903.1-p1,354,GO:0016021,1,integral component of membrane,Cellular Component,901863339,KMZ81198,gi|901863339|gb|KMZ81198.1|hypothetical protein PVIIG_02680 [Plasmodium vivax India VII],0,98.87%,noIPR,FAMILY,Plasmodium vivax Vir
483,NA,NA,NA,NA,PVX_086905.1-p1,502,GO:0016021,1,integral component of membrane,Cellular Component,156081664;148800896,EDL42301;XP_001608325,gi|156081664|ref|XP_001608325.1|hypothetical protein PVX_086905 [Plasmodium vivax]/gi|148800896|gb|EDL42301.1|hypothetical protein PVX_086905 [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
484,NA,NA,NA,NA,PVX_094275.1-p1,528,,NA,,,1714585202;148803199;1074116980;901872276;901881350;156096583,KMZ93307;KMZ86870;VUZ95137;EDL44598;SCO66727;XP_001614325,"gi|148803199|gb|EDL44598.1|hypothetical protein PVX_094275 [Plasmodium vivax]/gi|901881350|gb|KMZ93307.1|hypothetical protein PVMG_00753 [Plasmodium vivax Mauritania I]/gi|901872276|gb|KMZ86870.1|hypothetical protein PVBG_02712 [Plasmodium vivax Brazil I]/gi|156096583|ref|XP_001614325.1|hypothetical protein PVX_094275 [Plasmodium vivax]/gi|1714585202|emb|VUZ95137.1|hypothetical protein PVP01_0801000 [Plasmodium vivax]/gi|1074116980|emb|SCO66727.1|hypothetical protein, conserved [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
485,NA,NA,NA,NA,PVX_119210.1-p1,826,GO:0016021,1,integral component of membrane,Cellular Component,1074122577,SCO72492,gi|1074122577|emb|SCO72492.1|VIR protein [Plasmodium vivax],0,94.55%,IPR008780,FAMILY,Plasmodium vivax Vir
486,NA,NA,NA,NA,PVX_097540.1-p1,683,GO:0016021,1,integral component of membrane,Cellular Component,148802039;156094256,EDL43438;XP_001613165,gi|148802039|gb|EDL43438.1|variable surface protein Vir24-related [Plasmodium vivax]/gi|156094256|ref|XP_001613165.1|variable surface protein Vir24-related [Plasmodium vivax],0,100.00%,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
487,NA,NA,NA,NA,PVX_097542.1-p1,837,GO:0016021,1,integral component of membrane,Cellular Component,1714586457,VUZ96659,gi|1714586457|emb|VUZ96659.1|PIR protein [Plasmodium vivax],0,98.81%,IPR008780,FAMILY,Plasmodium vivax Vir
488,NA,NA,NA,NA,PVX_097550.1-p1,597,GO:0016020,1,membrane,Cellular Component,148802042;156094262,EDL43441;XP_001613168,gi|148802042|gb|EDL43441.1|hypothetical protein PVX_097550 [Plasmodium vivax]/gi|156094262|ref|XP_001613168.1|hypothetical protein PVX_097550 [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,null;null;null;null;null;null;null;null;null;null;null;null,null;null;null;null;null;null;null;null;null;null;null;null
489,NA,NA,NA,NA,PVX_115480.1-p1,847,GO:0016021,1,integral component of membrane,Cellular Component,1714583986,VUZ96757,gi|1714583986|emb|VUZ96757.1|PIR protein [Plasmodium vivax],0,95.99%,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
490,NA,NA,NA,NA,PVX_115490.1-p1,540,GO:0016021,1,integral component of membrane,Cellular Component,1074123432,SCO73381,gi|1074123432|emb|SCO73381.1|VIR protein [Plasmodium vivax],0,95.74%,IPR008780;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
491,NA,NA,NA,NA,PVX_124708.1-p1,609,GO:0016021,1,integral component of membrane,Cellular Component,1074118605,SCO68389,gi|1074118605|emb|SCO68389.1|VIR protein [Plasmodium vivax],0,74.51%,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
492,NA,NA,NA,NA,PVX_124715.1-p1,571,GO:0016021,1,integral component of membrane,Cellular Component,1074123891,SCO73849,gi|1074123891|emb|SCO73849.1|VIR protein [Plasmodium vivax],0,97.37%,noIPR;IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
493,NA,NA,NA,NA,PVX_124720.1-p1,593,GO:0016021,1,integral component of membrane,Cellular Component,1074118602,SCO68385,gi|1074118602|emb|SCO68385.1|VIR protein [Plasmodium vivax],0,97.13%,noIPR;IPR008780,DOMAIN;FAMILY,"Plasmodium RESA, N-terminal;Plasmodium vivax Vir"
494,NA,NA,NA,NA,PVX_082710.1-p1,387,,NA,,,156096216;148803016,XP_001614142;EDL44415,gi|148803016|gb|EDL44415.1|hypothetical protein PVX_082710 [Plasmodium vivax]/gi|156096216|ref|XP_001614142.1|hypothetical protein PVX_082710 [Plasmodium vivax],0,100.00%,noIPR;noIPR,DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
495,NA,NA,NA,NA,PVX_083580.1-p1,626,GO:0016021,1,integral component of membrane,Cellular Component,148803188;156096560,EDL44587;XP_001614314,gi|148803188|gb|EDL44587.1|variable surface protein Vir24-related [Plasmodium vivax]/gi|156096560|ref|XP_001614314.1|variable surface protein Vir24-related [Plasmodium vivax],0,100.00%,IPR008780;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
496,NA,NA,NA,NA,PVX_083585.1-p1,548,GO:0016021,1,integral component of membrane,Cellular Component,148803189;156096562,XP_001614315;EDL44588,gi|156096562|ref|XP_001614315.1|variale surface protein Vir18-related [Plasmodium vivax]/gi|148803189|gb|EDL44588.1|variale surface protein Vir18-related [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
497,NA,NA,NA,NA,PVX_118215.1-p1,158,,NA,,,901886293;148804811;901878246;156100419;901859822,KMZ78906;KMZ91752;KMZ97776;XP_001615937;EDL46210,gi|901878246|gb|KMZ91752.1|hypothetical protein PVMG_00625 [Plasmodium vivax Mauritania I]/gi|156100419|ref|XP_001615937.1|hypothetical protein PVX_118215 [Plasmodium vivax]/gi|148804811|gb|EDL46210.1|hypothetical protein PVX_118215 [Plasmodium vivax]/gi|901886293|gb|KMZ97776.1|hypothetical protein PVNG_03623 [Plasmodium vivax North Korean]/gi|901859822|gb|KMZ78906.1|hypothetical protein PVIIG_00301 [Plasmodium vivax India VII],1.40E-110,100.00%,,,
498,NA,NA,NA,NA,PVX_101500.1-p1,2870,,NA,,,148802920;156096023,EDL44319;XP_001614046,gi|156096023|ref|XP_001614046.1|hypothetical protein PVX_101500 [Plasmodium vivax]/gi|148802920|gb|EDL44319.1|hypothetical protein PVX_101500 [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
499,NA,NA,NA,NA,PVX_101505.1-p1,517,GO:0016021,1,integral component of membrane,Cellular Component,1074120453;1074125751,SCO75763;SCO70271,"gi|1074125751|emb|SCO75763.1|Plasmodium exported protein, unknown function [Plasmodium vivax]/gi|1074120453|emb|SCO70271.1|Plasmodium exported protein, unknown function [Plasmodium vivax]",0,100.00%,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
500,NA,NA,NA,NA,PVX_101560.1-p1,453,GO:0016021,1,integral component of membrane,Cellular Component,1074120464,SCO70282,gi|1074120464|emb|SCO70282.1|VIR protein [Plasmodium vivax],0,97.13%,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
501,NA,NA,NA,NA,PVX_101617.1-p1,465,GO:0016020,1,membrane,Cellular Component,1714588240,VUZ94578,gi|1714588240|emb|VUZ94578.1|PIR protein [Plasmodium vivax],0,95.05%,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
502,NA,NA,NA,NA,PVX_101625.1-p1,527,GO:0016021,1,integral component of membrane,Cellular Component,901884917;901862296;156096071;148802944,KMZ80785;KMZ96516;XP_001614070;EDL44343,gi|156096071|ref|XP_001614070.1|variable surface protein Vir18-like [Plasmodium vivax]/gi|901884917|gb|KMZ96516.1|hypothetical protein PVNG_06432 [Plasmodium vivax North Korean]/gi|148802944|gb|EDL44343.1|variable surface protein Vir18-like [Plasmodium vivax]/gi|901862296|gb|KMZ80785.1|hypothetical protein PVIIG_03152 [Plasmodium vivax India VII],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal"
503,NA,NA,NA,NA,PVX_121855.1-p1,451,GO:0016021,1,integral component of membrane,Cellular Component,148805807;156102481,XP_001616933;EDL47206,"gi|148805807|gb|EDL47206.1|variable surface protein Vir18, putative [Plasmodium vivax]/gi|156102481|ref|XP_001616933.1|variable surface protein Vir18, putative [Plasmodium vivax]",0,88.47%,noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
504,NA,NA,NA,NA,PVX_121865.1-p1,241,,NA,,,156102485;901885434;148805809,KMZ96973;EDL47208;XP_001616935,gi|156102485|ref|XP_001616935.1|RAD protein (Pv-fam-e) [Plasmodium vivax]/gi|148805809|gb|EDL47208.1|RAD protein (Pv-fam-e) [Plasmodium vivax]/gi|901885434|gb|KMZ96973.1|RAD protein (Pv-fam-e) [Plasmodium vivax North Korean],1.70E-175,100.00%,IPR019111,DOMAIN,"Plasmodium RESA, N-terminal"
505,NA,NA,NA,NA,PVX_112125-t26_1-p1,423,,NA,,,148801464;156093194,XP_001612638;EDL42864,"gi|148801464|gb|EDL42864.1|variable surface protein Vir18, putative [Plasmodium vivax]/gi|156093194|ref|XP_001612638.1|variable surface protein Vir18, putative [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
506,NA,NA,NA,NA,PVX_107735-t26_1-p1,362,GO:0016021,1,integral component of membrane,Cellular Component,148801436;156082150,EDL42836;XP_001608564,gi|148801436|gb|EDL42836.1|hypothetical protein PVX_107735 [Plasmodium vivax]/gi|156082150|ref|XP_001608564.1|hypothetical protein PVX_107735 [Plasmodium vivax],0,100.00%,IPR008780;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
507,NA,NA,NA,NA,PVX_107740-t26_1-p1,304,GO:0016021,1,integral component of membrane,Cellular Component,148801437;156082152,XP_001608565;EDL42837,gi|156082152|ref|XP_001608565.1|hypothetical protein PVX_107740 [Plasmodium vivax]/gi|148801437|gb|EDL42837.1|hypothetical protein PVX_107740 [Plasmodium vivax],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
508,NA,NA,NA,NA,PVX_107745-t26_1-p1,351,GO:0016021,1,integral component of membrane,Cellular Component,148801438;156082154,XP_001608566;EDL42838,gi|148801438|gb|EDL42838.1|variable surface protein Vir 12-like [Plasmodium vivax]/gi|156082154|ref|XP_001608566.1|variable surface protein Vir 12-like [Plasmodium vivax],0,100.00%,IPR008780;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
509,NA,NA,NA,NA,PVX_107755-t26_1-p1,657,GO:0016021,1,integral component of membrane,Cellular Component,156082158;148801440,EDL42840;XP_001608568,gi|148801440|gb|EDL42840.1|variable surface protein Vir12/24-related [Plasmodium vivax]/gi|156082158|ref|XP_001608568.1|variable surface protein Vir12/24-related [Plasmodium vivax],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
510,NA,NA,NA,NA,PVX_005570-t26_1-p1,406,GO:0016021,1,integral component of membrane,Cellular Component,148801426;156093136,XP_001612612;EDL42828,gi|148801426|gb|EDL42828.1|hypothetical protein PVX_005570 [Plasmodium vivax]/gi|156093136|ref|XP_001612612.1|hypothetical protein PVX_005570 [Plasmodium vivax],0,100.00%,noIPR,FAMILY,"Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7)"
511,NA,NA,NA,NA,PVX_005575-t26_1-p1,138,,NA,,,148801427;156093138,XP_001612613;EDL42829,gi|148801427|gb|EDL42829.1|hypothetical protein PVX_005575 [Plasmodium vivax]/gi|156093138|ref|XP_001612613.1|hypothetical protein PVX_005575 [Plasmodium vivax],1.20E-96,100.00%,,,
512,NA,NA,NA,NA,PVX_104180-t26_1-p1,386,GO:0016021,1,integral component of membrane,Cellular Component,148801418;156093127,EDL42821;XP_001612608,"gi|148801418|gb|EDL42821.1|variable surface protein Vir12, putative [Plasmodium vivax]/gi|156093127|ref|XP_001612608.1|variable surface protein Vir12, putative [Plasmodium vivax]",0,100.00%,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
513,NA,NA,NA,NA,PVX_103670-t26_1-p1,459,,NA,,,148801416;156093122,XP_001612606;EDL42819,gi|156093122|ref|XP_001612606.1|variable surface protein Vir6-like [Plasmodium vivax]/gi|148801416|gb|EDL42819.1|variable surface protein Vir6-like [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium"
514,NA,NA,NA,NA,PVX_102645-t26_1-p1,92,,NA,,,901865604;901880662;901871306;901888042;156082129;148801409,KMZ82369;KMZ92893;KMZ99360;KMZ86474;XP_001608555;EDL42812,gi|901865604|gb|KMZ82369.1|hypothetical protein PVIIG_04483 [Plasmodium vivax India VII]/gi|148801409|gb|EDL42812.1|hypothetical protein PVX_102645 [Plasmodium vivax]/gi|901888042|gb|KMZ99360.1|hypothetical protein PVNG_04618 [Plasmodium vivax North Korean]/gi|901871306|gb|KMZ86474.1|hypothetical protein PVBG_05341 [Plasmodium vivax Brazil I]/gi|156082129|ref|XP_001608555.1|hypothetical protein PVX_102645 [Plasmodium vivax]/gi|901880662|gb|KMZ92893.1|hypothetical protein PVMG_05453 [Plasmodium vivax Mauritania I],6.00E-62,100.00%,noIPR,DOMAIN,"Exported protein, PHISTa/b/c, conserved domain, Plasmodium"
515,NA,NA,NA,NA,PVX_106725-t26_1-p1,469,GO:0016021,1,integral component of membrane,Cellular Component,148801397;156093088,XP_001612592;EDL42801,"gi|156093088|ref|XP_001612592.1|variable surface protein Vir12, putative [Plasmodium vivax]/gi|148801397|gb|EDL42801.1|variable surface protein Vir12, putative [Plasmodium vivax]",0,100.00%,noIPR;IPR008780;noIPR,DOMAIN;FAMILY;FAMILY,"Plasmodium RESA, N-terminal;Plasmodium vivax Vir;Plasmodium vivax Vir"
516,NA,NA,NA,NA,PVX_104695-t26_1-p1,435,GO:0016021,1,integral component of membrane,Cellular Component,156093081;148801394,XP_001612589;EDL42798,gi|148801394|gb|EDL42798.1|variable surface protein Vir6-like [Plasmodium vivax]/gi|156093081|ref|XP_001612589.1|variable surface protein Vir6-like [Plasmodium vivax],0,100.00%,noIPR;IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
517,NA,NA,NA,NA,PVX_104700-t26_1-p1,475,GO:0016021,1,integral component of membrane,Cellular Component,156093083;148801395,XP_001612590;EDL42799,"gi|156093083|ref|XP_001612590.1|variable surface protein Vir18, putative [Plasmodium vivax]/gi|148801395|gb|EDL42799.1|variable surface protein Vir18, putative [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
518,NA,NA,NA,NA,PVX_120335-t26_1-p1,485,GO:0016021,1,integral component of membrane,Cellular Component,148801391;156093073,XP_001612586;EDL42795,gi|156093073|ref|XP_001612586.1|variable surface protein Vir18-related [Plasmodium vivax]/gi|148801391|gb|EDL42795.1|variable surface protein Vir18-related [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Variant surface antigen Stevor;Variant surface antigen Stevor;Variant surface antigen Stevor;Variant surface antigen Stevor;Variant surface antigen Stevor
519,NA,NA,NA,NA,PVX_102130-t26_1-p1,456,GO:0016021,1,integral component of membrane,Cellular Component,156093050;148801382,XP_001612577;EDL42786,gi|156093050|ref|XP_001612577.1|hypothetical protein PVX_102130 [Plasmodium vivax]/gi|148801382|gb|EDL42786.1|hypothetical protein PVX_102130 [Plasmodium vivax],0,100.00%,noIPR;IPR008780;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
520,NA,NA,NA,NA,PVX_241295-t26_1-p1,489,GO:0016021,1,integral component of membrane,Cellular Component,156082120;148801380,XP_001608551;EDL42784,"gi|156082120|ref|XP_001608551.1|variable surface protein Vir18, putative [Plasmodium vivax]/gi|148801380|gb|EDL42784.1|variable surface protein Vir18, putative [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
521,NA,NA,NA,NA,PVX_108255-t26_1-p1,442,,NA,,,156093043;148801376,EDL42781;XP_001612574,gi|156093043|ref|XP_001612574.1|hypothetical protein PVX_108255 [Plasmodium vivax]/gi|148801376|gb|EDL42781.1|hypothetical protein PVX_108255 [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium"
522,NA,NA,NA,NA,PVX_107230-t26_1-p1,416,GO:0016021,1,integral component of membrane,Cellular Component,148801373;156093035,EDL42778;XP_001612571,gi|156093035|ref|XP_001612571.1|hypothetical protein PVX_107230 [Plasmodium vivax]/gi|148801373|gb|EDL42778.1|hypothetical protein PVX_107230 [Plasmodium vivax],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
523,NA,NA,NA,NA,PVX_014630-t26_1-p1,464,GO:0016020,1,membrane,Cellular Component,156093022;148801369,EDL42774;XP_001612567,"gi|148801369|gb|EDL42774.1|variable surface protein Vir6, putative [Plasmodium vivax]/gi|156093022|ref|XP_001612567.1|variable surface protein Vir6, putative [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR,null;null;null,null;null;null
524,NA,NA,NA,NA,PVX_018150-t26_1-p1,510,GO:0016021,1,integral component of membrane,Cellular Component,148801366;156093015,XP_001612564;EDL42771,"gi|156093015|ref|XP_001612564.1|variable surface protein Vir18, putative [Plasmodium vivax]/gi|148801366|gb|EDL42771.1|variable surface protein Vir18, putative [Plasmodium vivax]",0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,"Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7);Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7);Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7);Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7);Conserved hypothetical protein CHP01519, Plasmodium falciparum (isolate 3D7)"
