,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED]",PF3D7_0702100.1-p1,exported protein (PHISTb),671,20,0,89.11,,,,,,G3DSA:1.20.58.1760 (GENE3D); IPR019111 (PFAM); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0702500.1-p1,putative exported protein,253,19,0,88.09,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0702600.1-p1,"chitinase precursor fragment, truncated",87,20,6.50E-57,75.04,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0711700.1-p1,erythrocyte membrane protein 1,2215,20,0,65.86,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR041480 (PFAM); IPR029210 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR004258 (PFAM); IPR008602 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0712000.1-p1,erythrocyte membrane protein 1,2275,20,0,64.77,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR004258 (PFAM); IPR029210 (PFAM); IPR041480 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR008602 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF53850 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0712300.1-p1,"erythrocyte membrane protein 1, PfEMP1",2267,20,0,64.09,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029211 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR041480 (PFAM); IPR008602 (PFAM); IPR029210 (PFAM); G3DSA:1.20.58.830 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR004258 (PFAM); G3DSA:1.10.1900.40 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0712400.1-p1,erythrocyte membrane protein 1,2064,20,0,64.16,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR004258 (PFAM); IPR008602 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029211 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR029210 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.830 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0712600.1-p1,"erythrocyte membrane protein 1, PfEMP1",2215,20,0,65.29,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); IPR041480 (PFAM); G3DSA:1.20.58.830 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR029210 (PFAM); IPR029211 (PFAM); IPR008602 (PFAM); IPR004258 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0712800.1-p1,erythrocyte membrane protein 1,2239,20,0,62.47,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR004258 (PFAM); IPR041480 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR029210 (PFAM); IPR008602 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029211 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PF3D7_0712900.1-p1,"| transcript=PF3D7_0712900.1 | gene=PF3D7_0712900 | organism=Plasmodium_falciparum_3D7 | gene_product=erythrocyte membrane protein 1, PfEMP1 | transcript_product=erythrocyte membrane protein 1, PfEMP1 | location=Pf3D7_07_v3:590326-597733(-) | protein_length=2192 | sequence_SO=chromosome | SO=protein_coding",2192,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.10.1900.40 (GENE3D); IPR029210 (PFAM); IPR008602 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); IPR041480 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PF3D7_0713100.1-p1,| transcript=PF3D7_0713100.1 | gene=PF3D7_0713100 | organism=Plasmodium_falciparum_3D7 | gene_product=Pfmc-2TM Maurer's cleft two transmembrane protein | transcript_product=Pfmc-2TM Maurer's cleft two transmembrane protein | location=Pf3D7_07_v3:605653-606440(+) | protein_length=231 | sequence_SO=chromosome | SO=protein_coding,231,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PF3D7_0713300.1-p1,"| transcript=PF3D7_0713300.1 | gene=PF3D7_0713300 | organism=Plasmodium_falciparum_3D7 | gene_product=erythrocyte membrane protein 1 (PfEMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (PfEMP1), pseudogene | location=Pf3D7_07_v3:609297-610522(+) | protein_length=407 | sequence_SO=chromosome | SO=protein_coding",407,,,,,,,,,IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PF3D7_0726100.1-p1,"| transcript=PF3D7_0726100.1 | gene=PF3D7_0726100 | organism=Plasmodium_falciparum_3D7 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pf3D7_07_v3:1093566-1096122(-) | protein_length=803 | sequence_SO=chromosome | SO=protein_coding",803,,,,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PF3D7_0730800.1-p1,"| transcript=PF3D7_0730800.1 | gene=PF3D7_0730800 | organism=Plasmodium_falciparum_3D7 | gene_product=Plasmodium exported protein, unknown function, unspecified product | transcript_product=Plasmodium exported protein, unknown function | location=Pf3D7_07_v3:1321306-1322367(+) | protein_length=293 | sequence_SO=chromosome | SO=protein_coding",293,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR016024 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0730800.2-p1,putative exported protein,293,20,0,95.24,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR016024 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0731100.1-p1,EMP1-trafficking protein,890,16,0,87.04,,,,,,G3DSA:1.20.58.1760 (GENE3D); IPR019111 (PFAM); IPR006526 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0731200.1-p1,putative exported protein,309,14,0,95.59,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0731700.1-p1,exported protein (hyp9),196,20,2.60E-139,84.53,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PF3D7_0732000.1-p1,stevor,296,20,0,89.09,,,,,,IPR006374 (TIGRFAM); IPR006374 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0732100.1-p1,erythrocyte membrane protein 1-like,423,20,1.60E-150,72.51,,,,,,G3DSA:1.10.1900.40 (GENE3D); IPR029211 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0732600.1-p1,putative exported protein,70,20,1.28E-42,92.77,,,,,,IPR019111 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0732800.1-p1,erythrocyte membrane protein 1,442,20,0,86.48,,,,,,IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0733000.1-p1,"erythrocyte membrane protein 1, PfEMP1",2595,20,0,62.74,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.20.58.830 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR029211 (PFAM); IPR008602 (PFAM); IPR029210 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); IPR004258 (PFAM); IPR041480 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0800100.1-p1,erythrocyte membrane protein 1,2120,20,0,64.31,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.10.1900.40 (GENE3D); IPR029210 (PFAM); IPR041480 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); IPR008602 (PFAM); IPR004258 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0800200.1-p1,"erythrocyte membrane protein 1, PfEMP1, putative",2858,20,0,66.74,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029210 (PFAM); IPR004258 (PFAM); IPR029211 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.1930 (GENE3D); G3DSA:1.10.1900.40 (GENE3D); IPR041480 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR008602 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0800300.1-p1,erythrocyte membrane protein 1,2980,20,0,67.15,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.10.1900.40 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029210 (PFAM); IPR041480 (PFAM); IPR008602 (PFAM); IPR029211 (PFAM); IPR004258 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.1930 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED]",PF3D7_0800600.1-p1,exported protein (PHISTa),291,20,0,89.26,,,,,,IPR006526 (TIGRFAM); IPR019111 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23310 (PANTHER); PTHR23310:SF77 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PF3D7_0800800.1-p1,"Plasmodium exported protein (hyp7), unknown function",209,20,1.02E-145,90.63,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PF3D7_0800900.1-p1,exported protein (hyp7),211,20,7.59E-142,91.62,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0808600.1-p1,erythrocyte membrane protein 1,2265,20,0,63.44,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR041480 (PFAM); IPR008602 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029210 (PFAM); IPR004258 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",PF3D7_0808700.1-p1,"erythrocyte membrane protein 1, PfEMP1",2231,20,0,65.3,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR004258 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR029210 (PFAM); IPR041480 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR008602 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR029211 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
