,Species Group,Number of Orthogroups,Number of genes,Sequence Name,Sequence Length,GOID,Gocount,Goterm,Gocategory,tophitGI,tophitaccession,List of orthogroups
688,NA,NA,NA,PF3D7_0113900.1-p1,243,GO:0016021;GO:0030430,2,integral component of membrane;host cell cytoplasm,Cellular Component;Cellular Component,574753170;574990614;583218711;910273685;124505901;23476993;579134147;914548296;574983883;579343062;1304176099,EUR82572;KNG77220;PKC48082;ETW51811;XP_001351064;CAD48950;ETW45618;EWC79205;ETW20949;EUT93816;KOB61352,NA
689,NA,NA,NA,PF3D7_0114100.1-p1,229,GO:0016021;GO:0020005;GO:0020036;GO:0042000,4,integral component of membrane;symbiont-containing vacuole membrane;Maurer's cleft;translocation of peptides or proteins into host,Cellular Component;Cellular Component;Cellular Component;Biological Process,296004498;224591381;1304176097,PKC48080;XP_002808615;CAX51197,NA
690,NA,NA,NA,PF3D7_0114200.1-p1,347,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,23476996;1304176106;124505907,PKC48089;XP_001351067;CAD48953,NA
691,NA,NA,NA,PF3D7_0114300.1-p1,319,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,1370985363,SOV75056,NA
692,NA,NA,NA,PF3D7_0114800.1-p1,210,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,23476999;574990628;583218690;124505913;1304176030;579134159;579343075;574753183,EUR82584;PKC48013;ETW51825;XP_001351070;CAD48959;EWC79187;ETW20962;EUT93829,NA
693,NA,NA,NA,PF3D7_0115100.1-p1,293,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,910271954;579133680;574996316;124505921;23477003;1304176051,EUR82110;KNG75489;PKC48034;ETW57329;CAD48963;XP_001351074,NA
694,NA,NA,NA,PF3D7_0115150.1-p1,199,,NA,,,1369351444,SOV84134,NA
695,NA,NA,NA,PF3D7_0115400.1-p1,301,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1304176031;23477006;583228969;124505927,EWC91045;PKC48014;XP_001351077;CAD48966,NA
696,NA,NA,NA,PF3D7_0115500.1-p1,428,GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0046789;GO:0050839,8,"integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;host cell surface receptor binding;cell adhesion molecule binding",Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Molecular Function;Molecular Function,906523614,KNC36563,NA
697,NA,NA,NA,PF3D7_0115700.1-p1,2203,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124505931;23477008;1304176118,PKC48101;XP_001351079;CAD48969,NA
698,NA,NA,NA,PF3D7_0200100.1-p1,1711,GO:0009405;GO:0016021;GO:0020002;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839;GO:0098609,10,"pathogenesis;integral component of membrane;host cell plasma membrane;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding;cell-cell adhesion",Biological Process;Cellular Component;Cellular Component;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function;Biological Process,1304174389;124775746;1016051281,PKC46396;XP_001349515;CZT98013,NA
699,NA,NA,NA,PF3D7_0200300.1-p1,440,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1304174398;124799939;1016051283,PKC46405;CZT98015;XP_001349517,NA
700,NA,NA,NA,PF3D7_0200400.1-p1,304,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1304174316;124799942;1016051284,PKC46323;XP_001349518;CZT98016,NA
701,NA,NA,NA,PF3D7_0200800.1-p1,399,GO:0016021,1,integral component of membrane,Cellular Component,574990878,ETW52030,NA
702,NA,NA,NA,PF3D7_0200900.1-p1,297,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1371547154;1304176488;1016053700,PKC48446;XP_001350929;CZT99699,NA
703,NA,NA,NA,PF3D7_0201100.1-p1,70,,NA,,,124800661;583228838;1016051289;1304174375,EWC90921;PKC46382;XP_001349525;CZT98023,NA
704,NA,NA,NA,PF3D7_0201300.1-p1,305,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1016051291;583228840;1304174273;258596854,PKC46280;EWC90923;XP_001349527;CZT98025,NA
705,NA,NA,NA,PF3D7_0201400.1-p1,156,GO:0016021,1,integral component of membrane,Cellular Component,574990533;910273073;1016051292;579342671;1304174347;574983517;583228841;124800667,PKC46354;EWC90924;KNG76608;ETW51731;CZT98026;XP_001349528;ETW45253;EUT93429,NA
706,NA,NA,NA,PF3D7_0201500.1-p1,254,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,579133364;1016051293;1304174393;575003506;579342673;583228842;574983519;124800669;583218638,EUR81800;EWC90925;PKC46400;XP_001349529;CZT98027;ETW45255;EWC79149;ETW63916;EUT93431,NA
707,NA,NA,NA,PF3D7_0201600.1-p1,485,GO:0016021;GO:0020035;GO:0044164;GO:0044228,4,"integral component of membrane;cytoadherence to microvasculature, mediated by symbiont protein;host cell cytosol;host cell surface",Cellular Component;Biological Process;Cellular Component;Cellular Component,124800673;1016051294;583228843;1304174353,EWC90926;PKC46360;XP_001349530;CZT98028,NA
708,NA,NA,NA,PF3D7_0201700.1-p1,900,GO:0016021,1,integral component of membrane,Cellular Component,1016051295;575003508;583218640;574983521;124800677;1304174384;574996730;583228844,PKC46391;EWC90927;ETW57702;XP_001349531;CZT98029;ETW45257;EWC79151;ETW63918,NA
709,NA,NA,NA,PF3D7_0202200.1-p1,290,GO:0016021;GO:0020036;GO:0032991,3,integral component of membrane;Maurer's cleft;protein-containing complex,Cellular Component;Cellular Component;Cellular Component,574983527;574969510;1304174264;583218630;124800697;574996735;579342274;574990542;1016051300;575003513;579130762;574977114,EUR79227;PKC46271;ETW57707;ETW51740;XP_001349536;CZT98034;ETW45263;EWC79143;ETW39102;ETW32503;ETW63923;EUT93036,NA
710,NA,NA,NA,PF3D7_0206800.1-p1,272,GO:0005887;GO:0007155;GO:0046658,3,integral component of plasma membrane;cell adhesion;anchored component of plasma membrane,Cellular Component;Biological Process;Cellular Component,1304174366;124800995;94730397;583228894;1016051345,EWC90977;PKC46373;CZT98080;P50498;XP_001349578,NA
711,NA,NA,NA,PF3D7_0210100.2-p1,35,GO:0003735;GO:0005840;GO:0006412,3,structural constituent of ribosome;ribosome;translation,Molecular Function;Cellular Component;Biological Process,1304174438;1016051379;1371546670,PKC46445;XP_024329075;CZT98114,NA
712,NA,NA,NA,PF3D7_0220200.1-p1,180,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,574976932;574983719;583228774;18143609;124801470;579133099;575003381;914580403;579329077;1304174255;574969491;574996691;1016051479;574990428,EUR81544;EWC90881;PKC46262;KOB86821;ETW57664;ETW51628;CZT98214;XP_001349703;BAB79689;ETW45455;ETW38930;ETW32486;ETW63794;EUT80007,NA
713,NA,NA,NA,PF3D7_0220300.1-p1,212,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,574976933;124801474;1016051480;1370996572;574983720;1304174418,PKC46425;CZT98215;XP_001349704;ETW45456;ETW38931;SOS76377,NA
714,NA,NA,NA,PF3D7_0220400.1-p1,669,GO:0016021,1,integral component of membrane,Cellular Component,1370996573,SOS76378,NA
715,NA,NA,NA,PF3D7_0220600.1-p1,225,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,574996696,ETW57669,NA
716,NA,NA,NA,PF3D7_0220700.1-p1,252,GO:0016021,1,integral component of membrane,Cellular Component,583218370;574976881;1016051483;1304174282;583228779;575003388;579342130;574983726;574996697;124801485;574753007,PKC46289;EWC90886;ETW57670;CZT98219;XP_001349708;ETW45462;EWC78926;ETW38881;ETW63801;ETW20800;EUT92896,NA
717,NA,NA,NA,PF3D7_0220900.1-p1,201,GO:0016021,1,integral component of membrane,Cellular Component,1370996576,SOS76383,NA
718,NA,NA,NA,PF3D7_0221000.1-p1,302,GO:0016021,1,integral component of membrane,Cellular Component,1304174412;1371546689;1016051485;583228784,EWC90891;PKC46419;XP_024329081;CZT98222,NA
719,NA,NA,NA,PF3D7_0221200.1-p1,206,GO:0016021,1,integral component of membrane,Cellular Component,583228787;1016051486;258596943;1304174307,PKC46314;EWC90894;XP_001349712;CZT98224,NA
720,NA,NA,NA,PF3D7_0221400.1-p1,307,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1016051487;1304174328;583228790;258596945,EWC90897;PKC46335;XP_001349713;CZT98226,NA
721,NA,NA,NA,PF3D7_0221500.1-p1,225,GO:0016021;GO:0020005;GO:0020036;GO:0042000,4,integral component of membrane;symbiont-containing vacuole membrane;Maurer's cleft;translocation of peptides or proteins into host,Cellular Component;Cellular Component;Cellular Component;Biological Process,579133113,EUR81558,NA
722,NA,NA,NA,PF3D7_0221600.1-p1,206,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,574976871,ETW38872,NA
723,NA,NA,NA,PF3D7_0221900.1-p1,414,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,1370996830,SOS76647,NA
724,NA,NA,NA,PF3D7_0222100.1-p1,229,GO:0016021;GO:0020005;GO:0020036;GO:0042000,4,integral component of membrane;symbiont-containing vacuole membrane;Maurer's cleft;translocation of peptides or proteins into host,Cellular Component;Cellular Component;Cellular Component;Biological Process,124801537;1016051491;1304174355,PKC46362;XP_001349723;CZT98234,NA
725,NA,NA,NA,PF3D7_0222200.1-p1,230,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,1369352664;914551181;296004788;1304171500;23510590;1016051926;914551711;124505141;1304174306;914580067;574969255;574982179;124505667;4493996;1304176020;1016051492;124803036;574996648;225632130;1304173452;124801540;1016051899;1304177162;124803405;914551743,KOB86486;PKC48003;PKC43525;PKC45468;PKC46313;PKC49098;ETW57622;SOS81774;CZT98684;XP_001347705;XP_001350947;XP_002808746;CAB39055;CZT98235;CZT98653;XP_001349724;XP_001351312;XP_001347675;CAD48972;CAX64019;ETW43933;ETW32260;KOB63837;KOB63861;KOB63509,NA
726,NA,NA,NA,PF3D7_0222300.1-p1,286,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,1304174261,PKC46268,NA
727,NA,NA,NA,PF3D7_0222800.1-p1,304,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,583224432;1016051496;1304174295;258596949,EWC87279;PKC46302;XP_001349730;CZT98241,NA
728,NA,NA,NA,PF3D7_0222900.1-p1,448,GO:0016021,1,integral component of membrane,Cellular Component,574990878,ETW52030,NA
729,NA,NA,NA,PF3D7_0223300.1-p1,431,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,1304174317;1016051499;124801577,PKC46324;XP_001349735;CZT98245,NA
730,NA,NA,NA,PF3D7_0223500.1-p1,2177,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,258596953;1304174301;1016051501,PKC46308;CZT98247;XP_001349737,NA
731,NA,NA,NA,PF3D7_0300100.1-p1,2209,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124504675;7264037;1304173298,PKC45314;XP_001351080;CAB39115,NA
732,NA,NA,NA,PF3D7_0300300.1-p1,456,GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0046789;GO:0050839,8,"integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;host cell surface receptor binding;cell adhesion molecule binding",Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Molecular Function;Molecular Function,906523614,KNC36563,NA
733,NA,NA,NA,PF3D7_0300400.1-p1,296,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1304173340;4494022;124504679,PKC45356;XP_001351082;CAB39117,NA
734,NA,NA,NA,PF3D7_0300600.1-p1,70,,NA,,,574990885;225632084;1016053703;1371546090;296005640;1304176274;124807199;914550065;1304176900;1371546042;579125726;1304172519;1013064382;1304173440;1013064351;914551068;574979866,EUR74238;PKC48232;PKC44541;PKC48844;PKC45456;ETW52035;XP_002809134;CZT62493;XP_001350932;XP_024328988;CZT99702;XP_024328992;CAX64418;CZT62488;ETW41641;KOB62782;KOB63445,NA
735,NA,NA,NA,PF3D7_0300900.1-p1,216,GO:0016020;GO:0020011,2,membrane;apicoplast,Cellular Component;Cellular Component,1371545984;574991188;1013064353;574990352;579132434;574983343;1304173302;574752809;583218248;579341397,EUR80882;PKC45318;ETW52314;ETW51554;XP_001351086;CAB39121;ETW45081;EWC78835;ETW20617;EUT92170,NA
736,NA,NA,NA,PF3D7_0301100.1-p1,256,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,583228583;583218250;574752812;579341400;574976788;579132437;4494035;574983346;574990354;574991186;124504691;1304173446;914547417,EUR80885;PKC45462;EWC90709;ETW52312;ETW51556;CAB39131;XP_001351088;ETW45084;EWC78837;ETW38791;ETW20620;EUT92173;KOB60574,NA
737,NA,NA,NA,PF3D7_0301400.1-p1,243,GO:0016021,1,integral component of membrane,Cellular Component,296004340;579341403;1304173288;225685547;583228586,EWC90712;PKC45304;XP_002808617;CAX64426;EUT92176,NA
738,NA,NA,NA,PF3D7_0301500.1-p1,284,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,124504699;574983349;574752816;574990358;579341404;575003216;1304173300;4494030;574991183;574976792;579132441;914547421,EUR80889;PKC45316;ETW52309;ETW51560;XP_001351092;CAB39125;ETW45087;ETW38795;ETW63633;ETW20624;EUT92177;KOB60578,NA
739,NA,NA,NA,PF3D7_0302300.1-p1,1335,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,583228598,EWC90724,NA
740,NA,NA,NA,PF3D7_0312900.1-p1,273,,NA,,,1304173405;574752774;124504915;7672222,PKC45421;XP_001351200;CAA15597;ETW20589,NA
741,NA,NA,NA,PF3D7_0323900.1-p1,459,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1370996830,SOS76647,NA
742,NA,NA,NA,PF3D7_0324100.1-p1,231,GO:0016021;GO:0020005;GO:0020036;GO:0042000,4,integral component of membrane;symbiont-containing vacuole membrane;Maurer's cleft;translocation of peptides or proteins into host,Cellular Component;Cellular Component;Cellular Component;Biological Process,124505139;1304173489;4493995,PKC45505;CAB39054;XP_001351311,NA
743,NA,NA,NA,PF3D7_0324200.1-p1,230,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,1369352664;914551181;296004788;1304171500;23510590;1016051926;914551711;124505141;1304174306;914580067;574969255;574982179;124505667;4493996;1304176020;1016051492;124803036;574996648;225632130;1304173452;124801540;1016051899;1304177162;124803405;914551743,KOB86486;PKC48003;PKC43525;PKC45468;PKC46313;PKC49098;ETW57622;SOS81774;CZT98684;XP_001347705;XP_001350947;XP_002808746;CAB39055;CZT98235;CZT98653;XP_001349724;XP_001351312;XP_001347675;CAD48972;CAX64019;ETW43933;ETW32260;KOB63837;KOB63861;KOB63509,NA
744,NA,NA,NA,PF3D7_0324300.1-p1,309,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,1304173278;4493997;124505665;23510589;124505143;1304176064,PKC48047;PKC45294;XP_001351313;CAB39056;CAD48971;XP_001350946,NA
745,NA,NA,NA,PF3D7_0324600.1-p1,301,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,4494000;124505149;1304173303,PKC45319;XP_001351316;CAB39059,NA
746,NA,NA,NA,PF3D7_0324700.1-p1,455,GO:0016021;GO:0044419,2,integral component of membrane;interspecies interaction between organisms,Cellular Component;Biological Process,641584062,CDO62041,NA
747,NA,NA,NA,PF3D7_0324900.1-p1,2169,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,4494002;124505153;1304173318,PKC45334;XP_001351318;CAB39061,NA
748,NA,NA,NA,PF3D7_0400100.1-p1,2646,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124505155;23498127;1304176758,PKC48702;CAD49094;XP_001351319,NA
749,NA,NA,NA,PF3D7_0400200.1-p1,399,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1304176795,PKC48739,NA
